"ID","price","carat","depth","table","continent"
37978,1008,0.4,60.6,58,0
44822,1624,0.5,62.5,60,1
39632,1084,0.34,62.2,56,1
1293,2952,0.7,62.1,55,0
34426,863,0.3,62.1,54,0
28047,660,0.32,60.8,56,1
14800,5955,1.2,62.3,56,1
29184,694,0.3,62.5,56,1
21281,9435,2.03,60.4,59,1
33828,843,0.41,62.4,57,0
36174,929,0.4,62,61.3,1
28151,665,0.3,61,57,0
46198,1749,0.7,65.2,58,0
9570,4625,0.9,63,58,1
23603,11628,1.56,61.2,56,1
33981,847,0.4,61.2,58,0
8222,4372,1.06,61.9,59,0
27182,17458,2.01,59.6,59,1
16560,6617,1.31,62.1,56,0
42654,1333,0.4,60.8,58,1
971,2893,0.71,61.5,57,1
2236,3146,0.71,61.2,56,1
12046,596,0.34,62.2,58,0
37495,984,0.35,61.6,58,1
17486,7023,1.27,60.8,57,0
23431,11420,1.02,58.1,59,1
33010,813,0.41,61.4,59.2,1
47551,1873,0.64,62.7,59,1
42188,1286,0.5,62.5,64,0
38118,1013,0.3,61.8,55,1
9056,589,0.34,62.8,57,1
299,2797,1.01,67.4,60,0
12971,5393,1.06,60.5,57,1
26234,15662,1.7,62.3,57,0
12709,599,0.26,61.8,58,1
4039,3528,1,61.9,62,1
7963,4321,1.12,62.4,58,1
12181,5183,1.06,62.7,56,1
37879,1005,0.38,63.1,55,1
1718,561,0.32,60.2,57,1
52723,2557,0.73,61.4,58,1
15625,6270,1.01,61.4,59,1
38049,1011,0.31,59.7,58,0
12609,5290,1.21,61.5,61,0
23095,11115,2.01,59,64,0
37200,974,0.4,61.4,64,0
21183,9335,1.21,59.7,57,0
24742,13088,1.2,61.1,55,0
1777,3048,0.72,57.9,60,0
1564,3005,0.75,61.1,59,0
47796,1899,0.58,60.6,56,0
23876,11968,2.03,60.9,60,0
23898,12004,1.57,61.8,55,0
20193,8637,1.51,62.7,61,1
10224,4743,1.01,62.6,61,1
4563,3644,0.91,61,58,0
51890,2430,0.78,57.5,63,1
34191,854,0.33,61.2,54,1
42797,1351,0.63,60.3,61,1
46189,1748,0.52,61,56,1
36572,945,0.72,62.9,59,0
42553,1326,0.46,62.7,57,1
6376,576,0.25,62,59,0
9330,4580,0.9,59.1,62,1
34399,863,0.36,62,54.2,0
28421,669,0.43,63.4,57,1
27542,18304,2.3,61.6,56,1
21780,9847,1.57,62.5,58,1
23334,11379,1.53,63.2,58,0
21832,9900,1.5,60.7,55,1
14488,5851,1.15,62.2,56,0
2648,3231,0.83,62.7,57,1
10041,417,0.34,63.9,56,1
41893,1259,0.5,59.3,65,0
17558,7068,1.7,62.6,54.1,0
6418,4042,0.54,61.3,56,0
28804,682,0.4,61.9,55,0
22813,10836,1.53,62,58,0
10377,4778,1.2,58.5,61,0
19166,7923,1.22,62,55,1
34521,868,0.33,62.1,58,1
40306,1125,0.4,62,54,0
1487,2988,0.6,60.1,54,0
9832,4672,1.01,62.9,54,0
43830,1444,0.41,61.5,56,1
12444,5242,0.9,60.1,56,1
43621,1432,0.52,60.4,56,0
1562,3004,0.72,62.3,56,1
16,345,0.32,60.9,58,0
48900,2040,0.68,61.7,57,1
51750,2405,0.78,62.6,59,0
7673,4273,1,58,58,0
40202,1122,0.41,61.4,58,0
18764,7672,1,62.7,62,0
13575,5556,1.01,60,60,0
17863,7207,1.51,63.7,59,1
9116,4532,1,63.2,56,1
13248,5475,1.01,66.6,55,0
6994,4155,1,57.3,61,0
6284,4017,1.01,62.7,57,1
8819,4476,1.08,62.2,58,1
6339,4032,0.57,61.3,57,1
33289,462,0.31,62.2,55,1
43877,1451,0.52,60.2,59,1
2635,3229,0.71,61.8,55,0
22014,10080,1.5,63.5,60,0
16857,6727,1.2,62.7,58,0
706,2854,0.91,64.2,58,1
42471,1316,0.53,61.6,55,0
26915,16931,2.13,60.7,60,0
6325,4029,0.71,60.1,56,1
10192,4738,1.02,62,56,0
4592,3655,1.11,61.9,58,0
8302,4386,0.91,61.9,56,0
1608,3011,0.75,61.9,56,1
36459,942,0.31,62.2,55,1
11692,5065,1.34,62.1,63,0
33783,842,0.4,60.6,55,1
27176,17447,2,58,58,1
52184,2477,0.78,58.3,62,1
25042,641,0.3,62.3,54,0
48226,1949,0.57,61.9,57,0
51193,2349,0.7,62.9,57,1
11675,5058,1,61.8,58,0
35739,911,0.3,61.9,58,0
40184,1119,0.56,61.8,58,1
30943,449,0.24,61.3,56,0
24023,12196,2.1,62,62,1
31306,758,0.32,61.5,56,0
3380,408,0.31,61.3,58,1
52202,2479,0.67,59.8,60.3,0
53105,2615,0.57,62.3,54,1
8247,4375,1.04,61.4,57,0
26107,15371,2.01,62.2,61,1
11748,5076,1.03,60.6,60,0
50441,2263,0.7,59.8,58,1
32555,800,0.32,62.1,55,1
16103,6438,1.31,61.9,59,0
30590,734,0.31,60.4,57,1
14319,5800,1.32,60.4,58,0
42770,1346,0.51,62.9,55,0
18158,7358,1.46,59.7,59,1
24608,12929,2.02,57.5,61,0
31545,766,0.3,61.6,58,1
25620,14488,2.06,60.9,61,1
47396,1847,0.57,62.2,64,1
50704,2291,0.53,61.3,56,0
52517,2528,0.6,61.2,56,0
23922,12048,2.01,60.8,58,0
15176,6097,1.01,62,59,0
12079,5158,1.29,61.3,56,0
48617,1999,0.54,60,57,1
33999,847,0.42,60.6,58,0
52272,2492,0.71,60.4,61,1
11600,5044,1.02,62.2,56,1
46461,1774,0.6,61.1,57,0
39494,1079,0.41,62.3,57,1
15382,606,0.3,59.5,56,1
30325,726,0.31,62,56,1
34212,855,0.33,62.3,54,1
53476,2681,0.7,63.6,57,1
42876,1358,0.45,60.6,59,0
47598,1878,0.59,62,56,0
24454,12716,2.03,62.1,57,1
8272,4381,0.9,63.2,55,1
38691,1041,0.37,61.7,56,0
29932,714,0.38,62.1,55.4,0
28208,666,0.4,62.1,62,1
46122,1743,0.52,62.8,55,0
31948,776,0.3,61.6,57,1
47565,1875,0.51,63.1,58,0
40873,1175,0.5,61.9,63,0
673,2847,0.72,60.3,57,1
32729,802,0.31,62,60,0
49370,2100,0.56,62.6,57,0
22824,10851,1.52,61.8,55,1
6141,3988,0.93,62.8,56,1
39812,1097,0.39,61.8,55,0
37312,979,0.31,61.2,56,0
10406,593,0.31,61.5,60,1
27263,17688,2.01,62.2,57,0
48792,2022,0.72,62.8,61,0
7116,4171,1.01,62.9,55,0
9007,4513,1.01,62.3,61,0
39900,1103,0.42,61.2,56,0
41043,1187,0.41,62.9,54,1
33043,814,0.32,61.8,55,0
49699,2147,0.71,62.8,58,1
11471,5013,1.02,62.1,59,1
38761,1046,0.51,62.7,57,0
32930,810,0.42,61.1,60,1
16069,6416,1.2,62.8,58,1
20039,421,0.3,63.4,58,0
42956,506,0.3,62.7,59,0
35554,906,0.35,62.6,54,0
47060,1821,0.59,61.2,56,1
48522,1985,0.54,60.6,56,1
53771,2726,0.75,60.3,57,0
19413,8067,1.22,60.9,57,0
44016,1546,0.51,62.7,57,0
39678,1087,0.47,59.3,56,1
18385,618,0.26,62.4,53,1
47205,1838,0.5,62.9,57,1
5953,3949,0.91,62.4,56,0
37474,984,0.42,61.3,57,0
6047,576,0.32,60.3,56,1
34432,863,0.3,62.5,54,1
26532,16190,2.2,62.4,55,1
21005,9218,1.51,59.9,55,0
48680,2005,0.51,60.1,56,1
18957,7797,1.53,63.1,56,1
29896,710,0.3,61.7,59,1
27075,17197,1.71,62.3,58,1
40739,1163,0.54,62.1,56,1
15144,6088,1.35,62.2,56,1
16328,6532,2,66.1,57,1
8151,4356,1.1,62.7,58,0
22923,10962,1.5,62.6,60,0
37774,999,0.41,62.3,56,0
47990,533,0.32,62.7,57,0
8019,4330,1.01,61.7,56,1
41828,1251,0.42,62,57,1
15897,6354,1.22,61.9,56,1
694,2853,0.71,62.6,58,1
23446,11435,1.51,62.2,57,0
3914,3495,0.72,61.3,60,0
27291,17760,2,63.7,60,1
12653,5299,1,62.3,55,0
41091,1192,0.41,62.3,56,1
167,2772,0.8,61,57,0
47670,531,0.23,61.3,59,1
32513,798,0.4,61.3,56,0
9723,4653,1.01,61.4,57,1
3592,3423,0.91,62.7,58,1
22395,10419,1.43,62.2,58,1
31708,770,0.31,59.9,59,1
27810,650,0.3,62.3,57,0
3150,3332,0.9,63.8,61,1
19743,8313,1.51,63.7,58,0
52200,2479,0.71,60.3,58,1
33659,835,0.35,60,58,0
4649,3669,0.9,63.7,58,0
5835,3918,0.9,63.5,58,1
1179,2930,0.7,62.3,54,1
8545,4432,0.9,62,58,1
25560,14388,1.52,59.4,55,1
14640,5911,1.16,62,56,0
52758,2562,0.71,63.9,60,0
49547,2129,0.7,63.1,54,0
24375,637,0.34,61,55,1
17183,6860,1,61.8,62,1
51937,2440,0.72,62.1,55,0
25073,13596,2.01,63.2,55,0
2614,3223,0.51,61.3,56,1
6791,4114,0.7,61.9,58,1
5934,3944,1.01,61.6,58,1
23104,11128,1.5,58.2,66,0
47840,1907,0.72,63.4,56,1
36221,932,0.36,60.5,60,1
22973,11021,1.2,62.2,58,0
9105,4528,1,61.6,62,1
39789,1095,0.32,62.6,55,1
6087,3972,1.02,64.6,55,0
47962,1919,0.51,62.7,54,1
37026,965,0.33,62,59,1
22052,10080,1.5,66.3,60,0
3621,3429,0.8,61.6,58,0
8021,4331,1.05,61.2,57,1
53259,2647,0.72,62.7,55,0
40461,1140,0.53,57.9,58,1
17096,6816,1.02,62.5,57,0
26897,16881,2.01,60.3,60,1
22147,10184,2.01,64.9,56,1
7916,4315,1.15,60.5,56,0
12784,5331,0.9,60.3,58,1
47386,1847,0.54,59.2,58,0
4242,3577,0.76,61.8,56,0
7423,4228,0.71,62.8,59,0
22295,10341,1.7,63.1,57,1
7029,4159,0.83,61.9,56,0
7823,4295,1,60.3,58,0
4524,3634,1.03,61,56,1
25020,13554,2.02,63.2,54,0
37306,979,0.31,62,56,0
47583,1875,0.72,63,56,0
7949,4320,1.16,62,59,0
30719,738,0.35,66.2,61,1
31125,754,0.43,62.3,59,1
44769,1621,0.41,61.1,58,1
52410,2511,0.71,65.5,55,0
47754,1892,0.54,62.6,57,1
30242,723,0.33,61.5,57,0
12176,5183,0.92,62.3,57,1
51481,2379,0.78,64,57,0
31589,767,0.35,60.4,60,1
26118,15394,2.01,64.6,55,1
432,2814,0.75,61.1,59,0
38633,489,0.31,60,60,1
9224,4557,1.03,60.6,60,1
7540,4244,1.01,63.5,57,1
39755,1094,0.56,61.7,54,0
49094,2062,0.62,62.2,55,1
42430,1313,0.55,61.1,56,0
35053,884,0.31,61.8,56,1
27753,648,0.32,63.1,56,1
40468,1140,0.38,62.2,57,1
20902,9117,1.55,62.3,54.8,0
40150,1116,0.35,62,56,0
33641,833,0.38,61.9,58,1
43044,1375,0.51,61.5,55,1
37663,992,0.42,62,57,0
48662,2001,0.73,62.2,57,0
45410,1668,0.51,62,56,1
8426,4405,0.92,62.6,56,0
27088,17219,2.15,61.8,57,1
15378,606,0.35,61.3,54,1
45054,1641,0.58,61.1,55,1
24917,13363,1.63,61.5,56,0
36580,945,0.4,61.3,61,0
32178,787,0.39,61.2,60,1
30373,729,0.36,60.9,59,0
19723,8294,1.21,62.2,58,0
10365,4773,0.9,61.7,56,0
28181,666,0.37,61.1,59,0
6174,3992,0.9,63.9,59,1
16370,608,0.33,62.7,55,0
53028,2602,0.82,60.5,58,0
39337,1072,0.57,60.2,62,1
31289,450,0.36,61.2,56,1
21379,626,0.34,59.6,61,1
49893,2177,0.72,63.3,59,0
48253,1952,0.63,64.6,57.7,1
36130,928,0.33,60.5,56,0
38942,489,0.31,62.2,59,0
41092,1192,0.41,61.7,57,0
24938,13393,1.75,61.8,56,0
23975,12111,1.21,61.7,56,0
24346,12612,2.1,60.6,60,1
3232,3352,1.05,61.7,59,0
19661,8270,1.53,59.3,60,1
13246,5474,1.2,60.2,63,0
26316,15819,2.01,62.5,58,1
8131,4355,1.01,62.1,56,1
11067,596,0.34,62.9,55,1
41119,1196,0.41,61.3,54,1
5466,3836,1,65.2,56,0
12855,5358,0.92,60.9,61,0
29052,687,0.4,62.1,57,1
50607,2285,0.61,61.7,55,0
13409,603,0.4,58.9,59,1
5562,3858,0.96,61.7,57,0
4931,3730,0.9,60.6,56,1
10735,594,0.33,61.5,57,0
16265,6504,1.09,61.7,58,1
12192,5187,1.31,59.6,60,0
23657,11703,2.01,59.6,61,1
7803,4291,1.02,62.5,59,0
33276,462,0.26,62.2,55,1
36191,931,0.61,61.2,57.2,0
18762,7667,1.14,61.4,56,0
47620,1881,0.55,62,57,0
22977,11025,1.05,59.8,59,1
19702,624,0.37,63.4,57,0
50042,2199,0.81,61.8,57,1
53361,2657,0.7,60.9,60,0
33511,828,0.4,62.4,56,0
32469,794,0.36,62.8,57,1
44024,1546,0.51,62.2,57,0
14668,5919,1.51,66.9,57,1
20601,8905,1.01,59.9,58,1
28401,669,0.29,62,58,1
29888,710,0.3,61.9,60,0
40976,1180,0.59,63.9,57,1
30891,743,0.42,62.1,55,1
46650,526,0.3,63.3,57,0
30975,746,0.38,61.4,61,1
9199,4548,0.94,60.1,59,0
30464,732,0.41,64,59,0
28803,682,0.23,59.9,55,1
422,2812,0.7,60.9,61,0
17960,7258,1.2,59.6,58,1
1833,3061,0.7,61.1,55,1
40736,1163,0.34,62,56,0
47967,1919,0.52,61.6,55,0
16762,6674,1.01,60.3,59,1
45095,1646,0.6,61.8,60,0
17169,6856,1.06,62.5,54,0
667,2846,0.7,61.6,57,0
49309,540,0.3,62.1,54,0
46083,1738,0.5,62.6,59,1
35027,882,0.4,62.2,62,1
41707,1242,0.53,60.5,60,0
5392,574,0.3,62.9,59,0
40381,1131,0.3,60.7,56,0
28221,666,0.33,59.7,61,1
41298,1211,0.34,61.7,57,0
1763,3045,0.72,60.2,60,0
11496,5018,1.03,59.8,57,1
10679,4842,0.9,59.7,62,0
45910,1720,0.52,58.7,58,1
9243,4559,1.01,62.4,53,1
15241,6118,1.33,61.3,57,1
46562,1782,0.59,61.3,56,0
18760,7666,1.17,60.6,60,0
22032,628,0.34,63.3,56,1
49497,2117,0.7,64.7,55,1
27794,649,0.37,62.8,60,0
20917,9131,1.03,61.9,53,1
40717,1160,0.53,58.3,62,1
16217,6480,1.33,63,59,0
41085,1192,0.41,61.4,56,1
6829,4120,1.06,62.7,57,1
27534,18286,2.03,62.4,59,1
159,2770,0.73,61.5,58,0
10560,4816,1.08,61.3,57,0
17661,7117,1.23,62.1,57,0
17212,6881,1,62.6,56,1
29432,700,0.38,60.9,60,0
22163,10204,1.08,61,58,0
44874,1629,0.64,62.8,54,1
35339,898,0.32,61.8,55,0
11858,5104,1.03,60.4,59,0
28922,684,0.3,63.5,54,0
3580,3420,0.93,63.5,58,0
16401,6546,1.43,62.1,58,1
48873,2035,1,64.5,58,0
31365,761,0.33,60.9,57,1
53820,2735,0.71,62.5,60,0
1140,2921,0.65,61.3,56,1
42506,1321,0.51,61.9,56,0
43642,1433,0.5,60.6,59,1
44734,1617,0.57,62.2,60,1
50698,2290,0.53,62.1,56,0
13512,5543,1.01,60,60,0
6024,3965,1,64.3,60,1
17999,7279,1.21,62,58,1
48951,2047,0.57,61.7,60,1
46442,1772,0.53,60.4,57,0
2609,3220,0.75,60.9,59,1
36357,939,0.34,61,56,1
16757,6672,1.01,60.3,56,0
39431,1076,0.41,62.1,56,0
44573,1607,0.52,62.4,57,1
6954,4144,0.93,62.3,58,1
3390,408,0.31,63,57,1
44450,1591,0.55,60.9,56,1
30993,746,0.37,59.5,58,0
20896,9116,1.51,58.8,62,0
23707,631,0.36,61.6,59,0
13594,5561,1.07,59.6,58,0
22935,10976,1.4,60.9,57,1
21080,9253,1.35,62.7,56,0
43599,507,0.31,61.8,56,1
34164,854,0.33,60.1,61,1
22862,10897,1.54,61.8,59,1
8363,4399,1.01,61,56,0
8137,4355,1.01,63.3,58,1
41519,1235,0.55,58.5,62.2,0
188,2777,0.71,62.1,58,1
32710,802,0.31,61.8,56,1
14297,5788,1.3,61.6,58,1
30280,447,0.3,62.4,59,1
22725,10740,1.54,61.6,57,1
11452,5006,1.01,62.6,60,1
3774,3460,0.82,63.3,56,0
3012,3304,1,64,54,1
7288,4201,1.07,59.8,60,1
42997,1368,0.55,61,58,1
8879,4485,0.9,63.5,57,1
52059,2453,0.7,59.2,60,0
20658,8946,1.05,60.7,55,0
2935,3290,1.02,66.2,57,1
51517,2384,0.7,65.6,60,0
6919,4137,1.01,62.8,57,0
53140,2622,0.56,62.1,57,1
32192,788,0.35,62.6,59,0
42183,1286,0.56,63.2,57,0
6984,4154,1.01,60.1,59,1
50949,2321,0.56,62,54,1
37100,969,0.41,62.4,55,1
27511,18236,2.02,59.6,59,0
23673,11717,1.16,61.6,55,0
43834,1445,0.59,61.1,57,1
12402,5233,1.12,61.2,60,1
46362,1760,0.57,62.1,55,0
11128,4939,0.9,63,55,0
36663,949,0.31,62.3,54,0
10899,4884,1.02,60.5,60,1
14458,5834,1.37,62.2,59,0
37197,974,0.52,60.9,59,0
10712,593,0.31,60.7,60,0
11903,5120,1.15,62.6,56,1
42390,1306,0.52,59.7,60,1
39550,1080,0.32,61.4,55,0
50396,2254,0.59,62.6,58,0
47588,1877,0.51,61.6,55,1
8893,4488,0.92,61.8,57,1
40977,1181,0.41,61.9,59,1
2518,3201,0.73,62.4,57,1
6792,4114,0.7,61.7,55,0
27449,18080,2.32,62.6,57,0
13568,5555,1.01,62.7,57,1
17877,7215,1,60.7,56,1
41547,1235,0.5,57.2,60,1
30304,725,0.3,63.5,58,0
43152,1389,0.52,61.3,55,0
45695,1697,0.7,65.8,57,1
45421,1668,0.55,61.2,59,0
37653,992,0.38,60.3,57,0
45733,1699,0.56,62.8,57,0
48436,1974,0.51,61.2,55,1
10687,4844,1,63.8,57,0
52904,2586,0.75,62.1,55,1
41395,1222,0.51,61.6,55,0
31847,776,0.36,61.6,57,0
7425,4228,0.92,62.9,58,0
1130,2919,0.73,61.9,55,0
23600,11624,1.4,63.4,59,0
32611,456,0.26,61.4,56,0
47401,1848,0.53,60.8,57,1
13405,602,0.32,59.5,60,0
3944,3502,0.72,62.2,57,0
6453,4050,1.14,61.3,55.8,0
48578,1993,0.54,61.1,55,1
17727,614,0.32,61.4,54,0
50910,2318,0.7,64.6,57,1
45861,1715,0.8,64.5,57,1
11376,596,0.34,62.1,55,1
39697,1088,0.48,65.4,59,0
31862,776,0.3,61.5,56,1
40782,1167,0.43,61.4,61.1,0
42418,1311,0.54,61.2,57.4,0
11436,5005,1,62.8,58,0
24152,12320,1.57,61.1,55,0
30134,720,0.32,61.5,60,1
30145,720,0.32,62.8,58,0
43086,1380,0.61,62,54,1
32639,459,0.32,61.6,56,1
44461,1593,0.55,61.7,56,0
38784,1046,0.31,61,58,1
8474,4416,1.01,62.5,55,1
813,2863,0.71,60.6,58,0
27661,18640,2.01,63.3,55,0
38919,1052,0.33,62.1,56,1
31094,752,0.33,62.7,55,0
34815,878,0.41,63.1,56,0
11711,596,0.4,62.5,60,1
9463,4600,1.51,63.3,57,1
32107,782,0.4,63.7,58,1
20672,8954,1.64,63.1,60,0
40765,1166,0.41,62,56,0
46907,1814,0.56,62.5,56,1
52430,2513,0.7,61.2,59,0
12279,5211,1.2,62.3,58,0
51921,2437,0.7,62.7,57,0
48387,1966,0.5,61,60,0
50508,2271,0.54,62.3,56,1
12546,5269,1.23,62.5,60,1
42241,1292,0.54,62.6,57,1
40234,1123,0.39,61.7,59,0
37971,1007,0.41,61.2,57,1
9634,4638,1.01,61.9,59,1
397,554,0.3,60.9,59,0
9257,4561,0.97,62.7,59,1
6549,4072,1.01,65.7,54,1
44612,1607,0.53,61.8,56,1
30651,736,0.3,61.3,57,0
11119,4936,1.27,58.8,56,0
12808,5341,1.21,61.9,54,0
23201,11206,1.27,61.2,57,1
44560,1605,0.52,61.8,56,0
23857,11946,2.1,61.4,66,1
4296,3589,1.11,61.9,58,1
38195,1015,0.41,63.2,56,0
18481,7526,1,61.9,57,1
26361,645,0.32,62.1,58,1
9402,4586,1.03,62.4,59,1
16464,6579,1.11,59.5,60,1
1792,3051,0.66,60.5,59,1
16609,6635,1.55,62.6,60,1
4384,571,0.31,62.9,57,0
26815,16704,2.02,62.2,57,0
18838,7722,1.5,61.1,64,0
6715,413,0.3,62.3,58,1
49361,2098,0.55,60.1,56,1
18516,7548,1.17,61.3,56,1
12773,5328,1.06,59.6,57,0
10808,4864,1.08,62.1,58,0
5026,3747,0.91,58,62,1
20862,9081,1.54,60.3,60,1
7158,4181,1.01,64.3,59,1
2392,561,0.32,61.8,55,0
8812,4476,1.2,63.1,61,0
9014,4513,1.01,63.5,62,1
16561,6617,1.04,61.6,55,0
30613,447,0.3,63.2,57,1
13376,419,0.24,61.3,56,1
204,2777,0.7,64.1,59,0
48844,2030,0.55,61.1,58,1
33446,828,0.32,61.7,58,0
15120,6076,1.07,61.4,56,0
53302,552,0.3,61.3,57,1
4625,3665,1.19,61.5,57,1
22533,10572,1.86,62.5,60,0
40753,1163,0.4,60.8,59,0
25915,15059,1.54,62.5,57,0
51032,2329,0.7,62.9,59,1
49642,540,0.32,59.7,59,0
38387,1024,0.42,62.3,55,0
5145,3764,0.9,62.8,52,1
42271,505,0.23,63,58,1
21392,9507,1.11,61.6,57,0
36615,477,0.34,62.4,59,1
18352,7466,1.01,62.4,59,0
35568,906,0.35,62.3,55,0
19747,8316,1.5,61.9,60,0
15992,6399,1.01,58.1,60,0
7659,4269,1.21,63.7,55,0
43318,1402,0.48,59,60.9,0
48375,1964,0.68,60.1,57.9,0
32145,786,0.32,61.9,57,0
50509,2271,0.54,62.5,57,0
46092,1739,0.96,64.3,59,0
8953,4499,1,63.9,56,0
45327,524,0.32,63.4,56,1
49766,2160,0.53,61.3,57,0
44831,1624,0.51,62.9,57,0
6880,4130,0.82,62.1,56,0
50832,2309,0.61,62.6,55,0
30621,447,0.34,63.7,54,0
40107,1114,0.5,59.8,66,0
4886,3717,1.01,57.1,63,0
46007,1726,0.57,60.2,56,0
25658,14561,1.77,59.2,61,0
4638,3669,0.95,62.6,59,0
19352,622,0.31,61.8,56,0
19538,8170,1.06,61.1,58,1
15788,6317,1.02,61.4,57,1
46584,1786,0.55,61.6,55,0
35013,882,0.4,61.4,58,0
28751,680,0.31,60.3,58,1
35364,898,0.38,60.5,59,0
12419,5237,1.09,62.7,58,1
28806,682,0.33,62.4,54,1
19407,8064,2,66.8,57,1
30739,739,0.43,63.4,57,1
26492,16087,1.01,61.6,56,0
1433,2973,0.7,60.5,56,0
47826,1904,0.76,58.4,59,1
5277,3797,1.13,62,55,0
33114,816,0.31,61.7,58,1
53763,2725,0.81,62.6,55,0
12772,5327,1.51,59.7,62,1
50889,2316,0.72,61.7,56,0
20591,8896,1.5,63.3,57,0
2298,3162,0.76,63,59,1
17403,6970,1.09,61.4,56,0
27162,17405,2.5,65.8,58,1
37124,970,0.44,63.4,57,0
22119,10147,1.5,62.9,58,1
39527,1080,0.4,60.5,57,1
20160,8616,1.21,62.6,56,1
9678,4648,1.52,65.4,62,0
15796,6320,1.14,60.4,58,1
40993,1181,0.42,62.2,59,0
32193,788,0.35,62.6,58,1
18680,7637,1.08,62.1,59,0
50764,2300,0.87,61.4,57,1
15058,605,0.3,61.6,57,1
47956,1918,0.7,62.7,56,0
21687,9785,1.2,62.5,54.4,1
30901,744,0.31,64.2,59,0
32417,791,0.41,61,59,0
20424,8779,1.6,61.5,55,1
51342,2362,0.74,62.4,65,0
49424,2107,0.7,62.2,56,1
23863,11955,1.34,62,55,0
30558,734,0.31,60.4,56,0
42363,1303,0.61,62.3,57,0
31511,765,0.34,62.2,57,0
41042,1187,0.41,61.8,57,0
47611,1880,0.64,61.8,55,0
25206,13803,1.24,62.6,55,1
24247,12455,1.37,62.6,55,0
14910,6001,1.26,61.3,55,0
53087,2612,0.71,61.1,57,1
48036,1924,0.56,61.7,56,1
33846,844,0.3,61.5,59,0
2449,3188,0.75,58.4,56,1
48641,537,0.31,59.6,58,1
44457,1592,0.5,62.9,55,1
12187,5185,1.01,56.8,61,0
8529,4427,1,58.1,65,1
51423,2372,0.57,62.5,54,0
26276,15760,2.17,62.1,61,0
8931,4497,1.1,63.7,59,1
35455,900,0.32,62.8,54,1
4496,3629,0.72,62.5,55,1
39942,492,0.28,61.3,57,1
6038,575,0.33,62.2,54,0
27013,17138,2.05,62.5,56,0
53864,2743,1,66.8,56,0
21708,627,0.31,61.6,55,1
27358,17934,2.16,58.5,60,1
17095,6814,1.04,61.5,61,1
3913,3494,0.78,62.8,60,1
44,403,0.26,58.4,63,1
2617,3224,1.01,62.9,58,0
41038,1187,0.41,61.8,59,0
15318,6149,1.3,61.1,58,0
22227,10282,2.04,62.8,57,0
25540,14362,2.27,61,58,0
37893,1007,0.41,62.1,56,0
18382,618,0.32,61.6,56,1
52988,2594,0.74,60.9,57,0
6639,4089,1.01,60.8,58,0
6264,4011,1.27,62.8,58,0
28939,684,0.3,62.9,55,0
40530,1147,0.54,62.5,56,0
18540,7555,1.21,62.5,59,0
13631,5578,1.2,60.1,56,1
12799,5335,1.09,59.8,60,0
30481,732,0.31,61.2,55,0
35212,891,0.33,61.4,56,0
41679,1240,0.5,62.5,57,1
83,554,0.26,62.9,58,0
19048,622,0.3,62.4,58,0
29168,693,0.4,63,59,0
53045,2606,0.71,61.1,57,0
48103,1935,0.5,59.6,60,0
26174,15510,2,59.5,62,1
30222,723,0.33,61,60,0
39020,1056,0.43,60.7,58,0
27094,17228,1.7,61.5,60,1
7507,4241,1.08,63.2,57,0
43073,1378,0.5,62.2,60,0
33664,835,0.36,61.8,55,0
26189,15540,2,59.9,61,1
50947,2321,0.62,61.6,55,1
25100,13626,1.76,62.2,60,0
52683,2551,0.71,62.7,55,1
8706,586,0.28,60.7,56,1
5687,3887,0.91,61.6,60,0
22662,10709,1.26,61.5,56,1
1929,3083,0.72,63.2,57,1
48372,1963,0.74,61.7,56,0
41512,1235,0.44,60.9,59,0
49453,2111,0.71,62.6,54,0
22609,10662,2.22,61.2,63,1
10234,4745,1.19,62.6,58,0
10503,4798,1.02,60.9,57,0
30927,745,0.35,60.1,62,1
40339,1129,0.45,61.8,58,1
28860,684,0.3,62.2,55,1
5823,3915,0.66,61.3,57,0
53666,2708,1.09,62.3,62,1
23522,11526,1.58,61.7,53,0
2423,3181,0.95,62.6,58,1
27265,17689,1.51,60.2,61,1
39290,491,0.3,62.1,55,1
27669,18678,2.02,62.1,56,0
9943,4693,1.01,61.1,56,0
8009,4328,0.9,62.5,58,0
35225,893,0.33,61.3,55,1
22703,630,0.35,62.3,57,1
4421,3612,0.7,61.7,55,1
37214,974,0.34,61.6,54,0
3994,3516,0.71,61.8,55,0
6069,3967,0.8,61.7,58,0
25884,14998,2.01,58.5,62,1
16455,6573,1.21,59.8,58,1
43504,1422,0.43,62.3,55,0
51807,2416,0.71,63,55,0
6397,4037,1.02,59.1,60,1
43084,1379,0.54,62.1,59,0
23259,11263,1.51,58,67,0
6609,4082,0.9,63.3,59,1
45595,1689,0.51,62.4,57,0
23775,11830,2.45,63.5,58,0
30483,732,0.31,60,61,0
33743,840,0.31,61.6,55,0
43986,394,0.26,62,55,1
16694,421,0.32,63.5,57,1
47183,1836,0.51,60.9,57,1
32736,802,0.31,62.9,59,1
9508,4612,0.9,62.2,60,0
6703,410,0.3,60.2,62,0
42633,1332,0.58,58.4,59,1
37724,995,0.34,61.6,58,1
10424,4783,1.01,61.5,57,1
26620,16380,2,63.1,53,0
12221,5197,1,60.3,58,0
48346,1961,0.58,62.4,55,1
50264,2237,0.61,60.3,56,1
42922,1363,0.53,64.5,53,0
43253,1400,0.38,61.4,59,0
51972,545,0.33,59.6,60,1
39274,490,0.25,59.1,60,1
